GROWER NAME,SAMPLE ID,LAB NUMBER,OM,ENR,P1,P2,K,MG,CA,NA,PH,BPH,H MEQ,CEC,PERCENT K,PERCENT MG,PERCENT CA,PERCENT H,PERCENT NA,NO3,S,ZN,MN,FE,CU,B,SOL SALTS,CL OR AL,MO,BICARB,EX LIME RATE,SUB NO3 1,SUB NO3 2
INFEWS SUBMISSION 1,188,40942314,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,189,40942316,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,190,40942317,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,191,40942318,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,192,40942319,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,193,40942320,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,194,40942321,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,195,40942322,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,196,40942323,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,197,40942324,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INFEWS SUBMISSION 1,198,40942325,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
